Pathway	pVal	zScore	Genes	type	comparison
dexamethasone Signaling	8.756961951	-0.449	"ABCA1,ABHD2,ACLY,ACOT7,ACSL1,ACSL4,ACSS2,ACTA2,ADAM10,ADAM9,ADAMTS15,AEBP1,AKAP12,AKAP6,AKR1C1/AKR1C2,AKR1C3,AMPD3,ANGPTL4,ANO4,APLN,APOL6,ARL4C,ARX,ASPH,ATG4B,ATP1A3,ATP1B1,ATP5F1D,B3GALNT1,B4GALT2,BAX,BCL6,BEST1,BEX3,BGN,BIRC3,BIRC5,BLZF1,BMPR1A,BSCL2,BSG,C9orf72,CALB1,CALCB,CAST,CATSPER2,CBR1,CCL4,CCL5,CCN1,CCND2,CCT2,CD274,CD34,CD47,CD55,CDCA7L,CDH4,CDK4,CDK5,CDKN1C,CDV3,CENPX,CFLAR,CGGBP1,CHAD,CLCA3P,CLDN5,CNN3,CNTF,COL11A1,COL1A2,COL27A1,COL3A1,COL4A1,COL4A2,COL6A1,CPE,CPEB4,CRH,CRHBP,CRYAB,CST3,CTSV,CXCL12,CXCL14,CYP27A1,DACH1,DBT,DDAH2,DDIT3,DENND2B,DESI2,DEXI,DHFR,DLG1,DLGAP5,DLK1,DPYD,DPYSL3,DUSP10,DUSP4,ECT2,EDEM1,EEF1AKMT2,EGFR,EIF4EBP1,ELOVL1,ENC1,EPAS1,EPHB1,ETV5,ETV7,EZR,F2RL1,FA2H,FABP5,FAM107A,FAM89B,FBLN1,FBLN2,FBN2,FGF1,FLOT2,FN1,FOXG1,FOXO1,FST,FSTL1,G6PD,GABBR1,GABRA3,GADD45A,GAL,GAP43,GAS1,GFOD1,GJA1,GLUL,GNG11,GPR153,GPR162,GRAMD4,GRK5,GSTM5,GUCA1A,HAPLN1,HDAC2,HES1,HEY1,HHIP,HLA-DMA,HLA-DRA,HMGB3,ICOSLG/LOC102723996,IFIT1,IFIT2,IFIT3,IFRD1,IGFBP2,IGFBP4,IGFBP5,IL1A,IL1B,INHBB,INSR,IRF2BP2,IRF7,IRF8,IRF9,ISG20,ITGA3,ITGB3,JAK2,KCNK2,KCNK3,KIF14,KIF4A,KLF13,KLRB1,KLRC4-KLRK1/KLRK1,KNL1,LAMA1,LAMB2,LDHB,LGALS8,LMO2,LMO4,LPAR1,LRP1,LRP8,LRRC8A,MAOA,MAP2,MAPK3,MAPK4,MARCKS,MBD2,MBP,MCM4,MCM7,ME1,MEF2A,MELTF,MFGE8,MGMT,MTHFD1,MVP,MX1,MYC,MYO10,N4BP2L1,NCAM1,NDC80,NDUFS1,NDUFV1,NEIL3,NGF,NGFR,NHLH1,NOTCH2,NOTCH3,NPM3,NPY,NR0B1,NR2F6,NR3C1,NRG3,NUCB2,NUF2,OASL,PADI2,PAM,PATZ1,PAX6,PCDH19,PCDH9,PCGF5,PCSK6,PDE4B,PDGFRA,PDGFRB,PENK,PF4,PFKFB2,PFKP,PHLDA1,PIK3R1,PLAAT3,PLAAT4,PLAT,PLD1,PPA1,PPA2,PPARA,PPARD,PPP1CA,PSAP,PTGFRN,PTN,PTPN22,PTX3,PYROXD1,RACGAP1,RASD1,RBP7,RCC2,RGS5,ROR1,RPLP0,RPS6KA2,RPS6KA3,RUNX2,S100A10,S1PR1,SCG2,SCG3,SELENOP,SEMA5B,SERINC3,SERPINB1,SERPINE1,SGK1,SKA3,SLC10A6,SLC1A2,SLC39A10,SLC46A1,SLC6A1,SLC9A1,SMS,SNAI2,SOX9,SPARCL1,SPOCD1,SPOCK1,SPOCK2,SRM,SSRP1,SSTR2,STAT1,STON1,SYBU,SYNC,TEAD4,TF,TGFB2,TIMP3,TK1,TNC,TNFRSF10B,TOP2A,TP53,TPM2,TSC22D1,UBE2C,USP54,VCAN,VCL,VMP1,WARS1,WIPF1,WNT2,YES1,ZC3H12A,ZFP36L1,ZIC2,ZNF385D"	Upstream	Adult_vs_Fetal
dextran sulfate Signaling	5.100179498	0.695	"AHR,BIRC5,BUB1,BUB1B,CALCB,CCL4,CCL5,CDC20,CDCA2,CDCA3,CDCA5,CDK1,CENPH,CKS1B,DSCC1,EFNA5,EFNB2,ENPP2,EPHB4,FBXO5,FGF1,FGFR1,FOXM1,GSTM5,HJURP,IL1B,IRF7,KIF11,MCM6,MKI67,MSH2,MYC,MYLK,NEK2,NUSAP1,PHGDH,PRC1,PTN,RACGAP1,RRM2,S1PR1,SERPINE1,SGO1,SKA1,SKA3,SOX12,SPC25,STAT3,TANK,TGFB2,TICRR,TOP2A,TPX2,UBE2C,UHRF1,WNT2"	Upstream	Adult_vs_Fetal
DGCR8 Signaling	4.798602876	0.659	"ACTA2,ADGRG6,CNP,GDNF,GJA1,HES1,MBP,MYC,NCAM1,NGFR,PLP1,PMP22,POU3F2,SMO,SMOC1,SOX2,TNC"	Upstream	Adult_vs_Fetal
diethylstilbestrol Signaling	3.946921557	-3.284	"ADCY6,ADCYAP1R1,AHR,ATXN3,AURKB,BCAT1,BCHE,BCL6,CCNB2,CD55,CENPF,CPE,CPXM1,CXCL14,DCLK1,DLG3,DPT,EGFR,FBLN1,FOXM1,GADD45A,GAL,GAP43,HELLS,IGFBP2,INHBB,ITGAE,JAK2,KIF11,KIF4A,LARP6,LMO4,MAD2L1,MAOA,MAPK3,MFAP2,MFAP4,MFGE8,MKI67,MOXD1,NR3C1,PAIP2B,PAMR1,PARD6G,PDGFRA,PDGFRB,POU3F3,PROM1,PTK7,RGS5,RIDA,RUNX1,SEZ6,TANK,TF,TOP2A"	Upstream	Adult_vs_Fetal
Differentiation of neuroglia	15.43889862	-0.807	"DUSP10,GSX2,GALNS,METRN,NR2E1,YAP1,CNP,NOG,STAT3,TNC,NGF,SOX2,S1PR1,PTPRZ1,TRPC4,EGFR,IL1B,PDGFRA,SOX5,RNH1,GAP43,BIN1,NFIB,NRG1,CDK5,PTK2,MYRF,EOMES,MGAT5B,VCAN,SOX9,ADGRG6,ENPP2,BAX,HES1,CRB1,NOTCH3,DAB1,GLUL,S1PR3,CNTFR,MAG,TP53,DLX2,PTN,ZBTB18,FN1,TPPP,NTRK3,UGT8,NLGN3,DLX1,BMP7,PMP22,SOX6,NFATC4,HDAC2,DTX1,GLI3,OTX2,DLL3,NUMB,SLC8A3,PAX6,PLP1,SEMA3A,CNTF,KDM4A,TENM4,ZNF365,RNF112"	Functional	Adult_vs_Fetal
Differentiation of neurons	17.91364017	-0.271	"GSX2,CNTN4,BRINP2,ERBB4,METRN,CNR1,EFNA5,RIT2,BRINP3,TNC,ZNF536,ST8SIA2,UNC5D,S1PR1,GLIS2,GPRC5B,EFNB1,SOX1,RTN1,SLC1A2,NRG1,NLGN2,FOXG1,GDNF,BCL6,CDK5R1,EOMES,ETV5,ARPP21,SMARCA1,FST,HES1,HEY1,CXCL12,NDN,FEZF2,KDM4C,INSM1,EMX2,S1PR3,CNTFR,EPHA2,MAG,TP53,DLX2,POU3F2,CCR5,FN1,ZBTB18,NTRK3,IL1RAPL1,RORB,BMP7,EIF4G1,CLSTN3,HDAC2,DTX1,BCL11B,PPM1L,BCHE,DUOXA1,NRXN1,OTX2,PLXNA4,ACSL4,NUMB,NCAM1,PAX6,SALL3,MAP2K2,KDM4A,FGFR1,APLNR,GALNS,TUBB3,SMO,NR2E1,BRINP1,ATP2B2,STAT3,BRSK2,RUNX1,RGS6,PCDH15,NGF,MBD3,SOX2,GAS7,PTPRZ1,ZC4H2,EGFR,ERCC2,NEUROD6,IL1B,CCL5,GAP43,BIN1,ZEB1,TGFB2,RAP1GAP,NEIL3,CDK5,ASPM,ANK3,MYC,EZH2,ITM2C,SOX4,NOTCH3,DAB1,PHGDH,FGF1,CHRDL1,DISP1,MYT1L,PTN,ETV4,NLGN1,HMG20A,ADH5,SFRP2,DLX1,MIB1,TCF3,LMNB1,GLI3,GLI2,ARX,DOK5,CTDSP1,SHC3,PBX1,NGFR,SOX11,SEMA3A,CIT,CNTF,ECT2,MEF2A,RNF112"	Functional	Adult_vs_Fetal
Differentiation of oligodendrocytes	9.161780778	-0.706	"DUSP10,GSX2,GALNS,CNP,TP53,NOG,DLX2,PTN,FN1,ZBTB18,TPPP,TNC,UGT8,NLGN3,DLX1,SOX2,PTPRZ1,TRPC4,SOX6,HDAC2,IL1B,PDGFRA,SOX5,RNH1,GLI3,NRG1,CDK5,OTX2,MYRF,SLC8A3,MGAT5B,VCAN,SEMA3A,SOX9,ENPP2,CNTF,HES1,TENM4,ZNF365"	Functional	Adult_vs_Fetal
dihydrotestosterone Signaling	5.253365801	-2.22	"ABCA1,ACLY,ATAD2,BASP1,BAX,BGN,BMPR1B,BRIP1,BUB1B,C1orf21,CALCB,CCND2,CDC20,CDCA7,CDO1,COL3A1,COL4A1,COL5A2,COL6A1,CPT1A,DBI,DCTPP1,DEPDC1,EGFR,EIF4EBP1,ELOVL7,ETV1,EZH2,F2R,FAM111B,FAM89B,FGFR1,FN1,FOXO1,FST,GAP43,GFAP,GLUL,GPX3,HECTD2,HINT1,IGFBP2,IGFBP4,IGFBP5,IGFBP7,IL1A,INHBB,INSR,IQGAP2,LDLRAP1,MARK1,MCM10,MCM4,ME1,MED16,MYC,MYLK,NDRG1,NNAT,NR0B1,NR3C1,PAM,PCA3,PDE9A,PHB,PHGDH,PHLDA1,PPARA,PRUNE2,RARRES2,RPL8,RPS17,RUNX1,RUNX2,SDC3,SEL1L,SELENOP,SERPINB6,SGK1,SLC11A2,SLC25A16,SNAI2,SOX9,SSRP1,ST6GALNAC5,SVIP,TACC2,TF,TFPI,TGFB2,TIMP3,TKT,TP53,TRPC4,TRPM8,USP54,VCAN,VCL,WEE1,ZEB1"	Upstream	Adult_vs_Fetal
discodermolide Signaling	3.804100348	0	"CCNB2,CDC20,CDC25A,CDK1,CHEK1,EIF4EBP1,GADD45A,KIF11,KIF23,PRC1,TOP2A,TP53,WEE1"	Upstream	Adult_vs_Fetal
DMD Signaling	3.205511953	0.563	"ARPP21,ATP1B2,BGN,BLNK,CAPN3,CENPM,CFL2,CLIP4,COL1A2,COL3A1,CYFIP2,DCX,FZD3,GALNT17,GRHL1,KCNC1,KCNK3,LAMP2,LGALS8,MAP7,MLLT3,MYH7,MYT1L,NOG,PADI2,PAMR1,PFKM,PTGFRN,S100A10,SCHIP1,SCN3B,SELENOP,SERPINB1,SH3GLB1,SUSD4,SYNC,SYNM,TTLL7,TUBA8,WWC1"	Upstream	Adult_vs_Fetal
doxorubicin Signaling	3.640164518	-1.348	"ADAM10,APEX1,AURKB,BAX,BIRC3,BIRC5,BUB1B,CCN1,CCNB2,CD274,CD47,CD55,CDK1,CDKN3,CFLAR,CHCHD6,CHEK1,COL3A1,DDIT3,DMTF1,DPYSL4,EGFR,EIF5A,FBLN1,FOXM1,GAD1,GADD45A,H2AX,IGFBP7,IL1B,IRF7,JAK2,KIF20A,KLRC4-KLRK1/KLRK1,MAD2L1,MVP,MYC,MYH7,NCAM1,NDRG1,NFE2L2,NOL3,NOTCH3,NPY,NRG1,NTN1,OSGIN1,PANK1,PCLAF,PFKM,PIK3R3,PINX1,PPM1D,PRC1,PSAP,PSRC1,RCN1,RGS13,RGS6,RRM2,RUNX1,S100A10,SCN3B,SOX9,STAT1,STAT3,TK1,TNFRSF10B,TOP2A,TP53,TP53INP1,TUBB,YBX1"	Upstream	Adult_vs_Fetal
DSCAML1 Signaling	4.619788758	-2.041	"ANK3,DCLK1,EGFR,EIF4G1,ETV5,GABBR2,MAP2,MYC,MYT1,NLGN2,NOTCH3,PLCB1,PLD1,PLXNA4,RACK1,RIMS1,RIMS3,ROBO2,SLC29A4,SNCAIP,SOX21,SOX6,TUBB2A,TUBB3"	Upstream	Adult_vs_Fetal
E. coli serotype 0127B8 lipopolysaccharide Signaling	3.443697499	0.892	"ADGRA1,AQP11,BCAN,BRIP1,CCL5,CELSR2,CXCL12,DDIT3,EDEM1,F2R,F2RL1,FAM107A,FGF1,FZD2,GDNF,GJA1,GLDN,GLUL,GNG2,GPRC5B,IL1B,JAK2,LAMB2,LPAR4,NCAN,NGF,NOTCH3,PRDX5,PTX3,RACK1,S1PR3,SLC1A2,SLC6A1,STAT1,STAT3,SYNM"	Upstream	Adult_vs_Fetal
E2F1 Signaling	7.274088368	-2.854	"ATAD2,ATG4B,AURKB,BAX,BIRC5,BOK,CALD1,CBX7,CCNB2,CCND2,CCT2,CCT4,CD9,CDC20,CDC25A,CDC45,CDK1,CDK4,CDKN1C,CDKN2D,CFLAR,CHEK1,CKB,COX5A,CRIP2,CRYAB,CTNNBIP1,DBF4,DDAH2,DDB2,DDIT3,DHFR,DLEU1,DUSP10,DUSP4,ECT2,EZH2,FBXO5,FGFR1,FHDC1,FHL1,FOXM1,FOXO1,GRAMD4,H4C8,HELLS,HES1,IDH3A,JPT1,KCNA3,KIF23,MAD2L1,MCM10,MCM4,MCM6,MCM7,MMP16,MSH2,MTHFD1,MYC,MYH7,NDC80,NFKBIB,NMI,NUSAP1,OGT,PCLAF,PHB,PIK3R1,PLPPR4,PSMB9,RACGAP1,RANBP1,RBFOX2,RND3,RPS16,RRM2,RUVBL1,SAFB,SERPINE1,SINHCAF,SIVA1,STAM,TCF3,TK1,TOP2A,TP53,TP53INP1,TRAP1,TRIM28,UHRF1,UHRF2,UNG,UQCR11,WEE1"	Upstream	Adult_vs_Fetal
E2F3 Signaling	4.079354999	-2.093	"AKR1C1/AKR1C2,AKR1C3,BIRC5,BOK,CA12,CCNB2,CD9,CDC25A,CDC45,CDCA3,CDK1,DHFR,EZH2,FAM102A,FBXO5,FST,JAM2,MAD2L1,MAL2,MCM10,MCM4,MCM6,MCM7,MYC,NEAT1,PCLAF,PTN,RRM2,SERPINE1,SERPINH1,SMG6,SPARCL1,TIMP3,TK1,TPX2,UBE2C,USP32"	Upstream	Adult_vs_Fetal
E2F4 Signaling	5.982966661	2.219	"AURKB,CCNB2,CDC25A,CDCA3,CDK1,CHEK1,CKS1B,CKS2,DBF4,DHFR,ECT2,EIF2B2,EPAS1,FOXM1,FPGT,H2AX,HMGB3,KIF4A,LPAR1,MAD2L1,MAP3K7,MCM10,MCM4,MCM6,MKI67,MSH2,MTHFD1,MYC,NDC80,NEK2,PCLAF,PRC1,RABIF,RANBP1,RRM2,SERPINE1,SINHCAF,SKA2,STAM,TEAD4,TK1,TOP2A,TP53,TP53INP1,TPX2,TTK,UBE2C,UBE2T,UHRF1,UNG"	Upstream	Adult_vs_Fetal
EGFR Signaling	7.274088368	-2.851	"ACOT7,ACTA2,ADGRL3,B3GALNT1,B4GAT1,BAX,BCL6,BIRC5,CCL5,CD47,CDK1,CDK4,CELSR2,COL3A1,COL5A2,COL6A1,CPM,CRMP1,CRYAB,CST3,CXCL12,CXCL14,DDIT3,DPY19L4,DUSP4,EDEM1,EFNB2,EFNB3,EGFR,EIF5A,EPHA2,EPS15,ERBB4,ETV4,F2R,F2RL1,FABP7,FBLN2,GADD45A,GFAP,GJA1,GPM6B,HAMP,HMGA2,HMGB3,IGF2BP3,IGFBP4,IGFBP5,IL1B,INSM1,IQGAP2,KIRREL1,LMBRD1,LRP8,MARCKS,MATN2,MBP,MTHFD1,MYC,NFIB,NSF,NUP210,PBX1,PCDHGC3,PIP4K2B,PLAT,PLCG1,PRF1,PROM1,PSMB6,PTPRF,QTRT1,RAI14,RANBP1,RUNX1,RUNX2,SEMA4D,SERPINE1,SKP2,SLC25A32,SNAI2,SOX2,SOX9,STAT3,TNC,TSPAN13,TSPAN3,TUBB4B,TUBG1,TUSC3,UGT8,VCAN,VCL,WEE1,ZEB1"	Upstream	Adult_vs_Fetal
EIF2 Signaling	3.8	-3.271651525	"ACTA2,DDIT3,EIF2B2,EIF3F,EIF4A1,EIF4G1,INSR,MAP2K2,MAPK3,MYC,PIK3R1,PIK3R2,PIK3R3,PPP1CA,RAP1A,RASD1,RNA5-8SN5,RPL13,RPL14,RPL18,RPL18A,RPL23,RPL27A,RPL29,RPL35A,RPL36,RPL39,RPL6,RPL8,RPLP0,RPLP1,RPS14,RPS15,RPS16,RPS17,RPS18,RPS19,RPS27L,RPS3A,RPS5,RRAS2,WARS1"	Canonical	Adult_vs_Fetal
EOMES Signaling	3.233587153	-0.643	"ACTA2,AFAP1,APLNR,BCL6,CAP2,COL3A1,DUSP14,DUSP4,EOMES,FAT3,FOXC1,FZD8,NEFL,NHLH1,PCDH19,PDGFRA,PLXNA4,PMP22,PRF1,RND3,ROBO2,SOX2,STAT3,ZIC2"	Upstream	Adult_vs_Fetal
EP400 Signaling	5.40560745	-3.843	"CDC20,CDC25A,CDCA3,CENPF,FBXO5,FOXM1,MAPK12,MCM4,NEK2,PSRC1,RCC1,SGO1,SKA1,SKP2,TP53,UHRF1"	Upstream	Adult_vs_Fetal
EPAS1 Signaling	3.452225295	-1.399	"ACLY,AKAP12,ANGPTL4,APLN,BIRC3,CA12,CA9,CCN1,CCR5,CD274,CHMP2B,CKB,CKMT1A/CKMT1B,CNKSR2,CXCL12,DDIT3,DTX1,EGFR,EIF5A,FAM13A,FBLN2,FHL1,FN1,GJA1,GLS,HAMP,IGFBP5,INHBB,ITGB3,NDRG1,NEAT1,NEFL,PAN2,PFKFB4,PTPRZ1,SERPINE1,SLC11A2,SOX2,SOX9,TP53,UNG,YAP1,ZNF423"	Upstream	Adult_vs_Fetal
Ephrin B Signaling	4.42	-1.603567451	"CFL2,CXCL12,EFNB1,EFNB2,EFNB3,EPHB1,EPHB2,EPHB3,EPHB4,GNA11,GNG11,GNG12,GNG2,GNG3,GNG4,ITSN2,MAPK3,PAK1,PTK2,VAV2"	Canonical	Adult_vs_Fetal
Ephrin Receptor Signaling	4.27	-0.426401433	"ADAM10,CFL2,CXCL12,EFNA5,EFNB1,EFNB2,EFNB3,EPHA2,EPHA5,EPHB1,EPHB2,EPHB3,EPHB4,FGF1,GNA11,GNG11,GNG12,GNG2,GNG3,GNG4,GRIN2B,GRIN2D,ITGA3,JAK2,MAP2K2,MAPK3,PAK1,PAK3,PAK5,PDGFC,PTK2,RAP1A,RASA1,RASD1,RRAS2,STAT3,WIPF1"	Canonical	Adult_vs_Fetal
ERBB2 Signaling	10.40893539	-2.116	"ACSL4,ACSS2,ACTA2,ADGRL3,ALAD,ANGPTL4,ASPM,B4GAT1,BIRC3,BIRC5,BMP7,BRIP1,BUB1,BUB1B,CCL4,CCL5,CCNB2,CCND2,CD34,CD47,CD9,CDC14B,CDC20,CDC25A,CDC42SE1,CDC45,CDCA2,CDCA3,CDCA5,CDCA7,CDCA7L,CDK1,CDKN3,CELSR2,CENPF,CHD1L,CHEK1,CHMP2B,CHST2,CHST3,CKS1B,CKS2,COL3A1,COL4A1,COL5A2,COL6A1,CPM,CXCL12,DDIT3,DHFR,DPT,DSE,DTX1,DZIP3,EFNB3,EGFR,EIF4EBP1,ELL2,EPHB2,EPS15,ERBB4,ETV1,ETV4,ETV5,F2R,FBLN2,FLOT2,FN1,FOXO1,FSTL1,GINS2,GJA1,GLS,GPM6B,GPX3,HES1,HEY1,HMGA2,IGFBP4,IGFBP5,IL1A,IL1B,ITGB3,JAM2,LAMB2,LAMP2,LMO4,MAOA,MAPK4,MCM10,MCM4,MCM6,MCM7,MFAP2,MKI67,MMP16,MYBL1,MYC,MYO10,NCAPG,NDC80,NDRG1,NDRG4,NDUFV1,NEK2,NFIB,NID1,NOTCH2,NOTCH3,NPTX2,NRG1,NUCB2,NUP210,ORC6,PBX1,PDLIM4,PENK,PGM1,PHLDB1,PLAT,POLD4,POLG2,POLK,POLR2E,POLR3E,POLR3K,PRC1,PROM1,PRSS3,PSMB9,PTPRB,PTPRF,RRM2,SERPINE1,SERPINI1,SHROOM3,SKP2,SLC1A6,SMTN,SNAI2,SOX4,SPARCL1,SPOCK1,STAT3,STMN3,TFAP2C,THY1,TIMP3,TK1,TMED9,TMEM106B,TMEM132A,TNC,TNFRSF10B,TOP2A,TP53,TPD52,TSC22D1,TSPAN13,TSPAN3,TUBA1A,TUSC3,UBE2C,UGT8,VCAN,VCL,WWC1,ZEB1,ZNF703"	Upstream	Adult_vs_Fetal
ERBB3 Signaling	5.886056648	-1.584	"ACTA2,ADAM9,BAX,BGN,CCN1,CCND2,CD47,COL6A1,CXCL12,EGFR,EMP2,ETV5,EZR,FBLN2,FN1,FSTL1,GLS,HBA1/HBA2,HMGA2,IGFBP5,MATN2,NDRG1,NID1,PHGDH,SERPINE1,SGK1,TIMP3,TK1,TNC,TOP2A,TSPAN3"	Upstream	Adult_vs_Fetal
ERBB4 Signaling	4.88941029	0.383	"ACTA2,ADAM9,COL3A1,COL5A2,CXCL12,DDIT3,EFNB2,EGFR,ERBB4,FBLN2,GADD45A,GAP43,GJA1,HBA1/HBA2,HMGA2,IGFBP4,IGFBP5,MYC,NID1,SPARCL1,TIMP3,TNC,TP53,WNT2"	Upstream	Adult_vs_Fetal
ERG Signaling	3.548213564	-2.156	"ACTN1,ARHGAP22,BIRC3,CAMK1D,CDKN2D,CHRNA3,CHRNB1,CHRNB2,CNR1,DBN1,DIP2A,DOCK1,DSTN,DYNC1I1,EVI5,EZH2,F2R,FHL1,FMNL2,FOLH1,GMFB,MAGI1,MYO10,NDRG1,NLGN1,NRG1,NUMB,ORC6,PARVA,PLAT,PTPN22,RAPGEF5,RHOJ,RPL27A,SOX4,SOX9,TGFB1I1,WIPF1,WNT2,ZEB1"	Upstream	Adult_vs_Fetal
ERK Signaling	3.991399828	-0.911	"ABCA1,ACTA2,ACTN1,ADAM10,ADGRG6,BAX,BGN,CCL4,CDK4,CDK5R1,CFLAR,CKS2,COL3A1,DUSP4,EGFR,EPAS1,EPHA2,EZH2,FN1,FOXO1,FST,HAS3,HEY1,IL1B,INPP1,ITGB3,MAL,MYC,MYLK,NDRG1,NFE2L2,NOTCH3,PDGFC,PPARD,PTK2,RUNX2,SERPINE1,SNAI2,SOX4,STAT1,STK11,STMN4,TNFRSF10B,TP53,TUBA1A,VCAN,ZFP36L1"	Upstream	Adult_vs_Fetal
ERK1/2 Signaling	3.064996849	-0.167	"ABCA1,AKR1C3,APLN,ATP1A3,BAX,BIRC3,CCL4,CCL5,CCND2,CDC25A,CDK1,CDK4,CFLAR,COL3A1,CTSV,DDIT3,DUSP4,EFNB2,EZR,FN1,FOXO1,GAD1,GJA1,GRK5,HAMP,IFIT1,IL1A,IL1B,ITGA3,ITGB3,KIF2C,KLF13,MAP2K2,MAPK3,MYC,PDGFRA,PFKFB4,PSMB6,PSMB9,PTN,RHOC,RUNX2,SERPINE1,SGK1,SNAI2,SOX2,SOX9,SPRY4,TNFRSF10B,UNC119,VCAN,ZEB1"	Upstream	Adult_vs_Fetal
ESR1 Signaling	11.17783192	-2.561	"AASS,ABHD2,ACLY,ACSL1,ACTA2,ADCY1,ADD3,ADGRG6,AKT1S1,ANK3,AP2S1,APEX1,ASPM,ATG3,ATP1B1,BAX,BCAT1,BCL6,BET1L,BIN1,BIRC3,BIRC5,BUB1,BUB1B,C1QL2,CA12,CALB1,CALD1,CAP2,CCL4,CCN1,CD55,CDC42SE1,CDK1,CDK4,CDK5,CDK5R1,CDKN1C,CDKN3,CELSR2,CENPF,CENPK,CENPL,CENPM,CFL2,CHEK1,CHST2,CIT,CKB,COBL,COL16A1,COL5A2,CPE,CPM,CXCL12,CYFIP2,DDB2,DHCR7,DLG1,DLG2,DUSP10,DUSP4,EFEMP1,EFNB2,EGFR,EHMT2,EIF5A,EIF5A2,ENPP2,ERBB4,F2RL1,FAM102A,FARP2,FBLN1,FGFR1,FHL1,FLOT2,FOXC1,FOXM1,FOXO1,FST,FXYD6,FZD2,G6PD,GABBR2,GAL,GAS7,GCSH,GFAP,GJA1,GJB1,GLDN,GLI2,GNG12,GPR37,GRIA1,GULP1,HAMP,HAX1,HBA1/HBA2,HCP5,HELLS,HES1,HEY1,HMGA2,HOMER3,HSPA2,ICOSLG/LOC102723996,IFRD1,IGFBP2,IGFBP4,IGFBP5,IL1A,IL1B,INHBB,INSR,ISG20,JAK2,KIF20A,KIF23,KLHL13,KLHL20,KLRC4-KLRK1/KLRK1,KNL1,LAMB2,LMO3,MAD2L1,MAGI1,MAP2,MAP2K2,MAP4K5,MAP7,MAPK12,MARCKS,MARK1,MCF2L,MKI67,MND1,MX1,MYC,MYH10,NCAPG,NDUFB7,NELL2,NENF,NF2,NFIB,NGFR,NLGN1,NLGN4X,NLK,NME1,NOTCH3,NPY,NUP210,OTX2,PAK1,PALLD,PBK,PCGF2,PDLIM3,PHB,PHLDB1,PIMREG,PLA2G4C,PLCB1,PLXNA2,PNOC,POLD4,PPARD,PROM1,PRSS23,PTK2,PTP4A2,PTPRH,PTPRT,PTX3,PWP1,PYCR1,RDX,RND3,ROBO2,RPL18A,RUNX2,SAMD9,SEMA3C,SERPINB6,SERPINE1,SGK1,SHROOM1,SIAH2,SKP2,SLC16A2,SLC44A1,SLCO1C1,SNAI2,SNAP23,SOX4,SOX9,SP100,SP110,SPRY4,SPTAN1,SPTLC2,SRM,STAM2,STAT1,STAT3,TAC3,TBCD,TBRG1,TEAD4,TFAP2C,TGFB2,TIMM13,TJP2,TMSB15A,TP53,TPD52,TRPC1,TSKU,TSPO,TSPYL2,TTK,TTLL11,UBE2T,UBL3,UNC119,UQCR11,VRK2,WARS1,WEE1,ZBTB18,ZMAT5,ZNF703"	Upstream	Adult_vs_Fetal
ESR2 Signaling	7.473660723	0.795	"ABCA1,AKAP12,APEX1,ARL4A,BCAT1,BIN1,BIRC5,CA12,CADM3,CALCB,CCR5,CD34,CDC25A,CDK5R1,CDKN1C,CHST2,CLDN11,COL11A1,COL16A1,COL1A2,CPM,CXCL12,DDAH1,DDB2,DHCR7,DNAH11,DUSP10,EGFR,EHMT2,ENPP2,EPHA5,ETV1,F2RL1,FBLN1,FGFR1,FHL1,FN1,FOXM1,FOXO1,FST,FZD2,GABBR2,GCSH,GFAP,GJB1,GPX3,HMGA2,HSPA2,IGFBP4,IL1A,IL1B,KCNK15,KCNQ5,KCNT2,LRATD1,LRRN3,MAOA,MAP2K2,MAP3K7,MAPK3,MAPK4,MEGF10,MKI67,MYC,MYH7,NDRG1,NELL2,NPY,PDLIM3,PLAT,POLD4,PROM1,PTPRH,PTX3,PURA,PYCR1,RASSF2,RUNX2,SERPINE1,SGK1,SHISA2,SKP2,SMOC1,SNAI2,SOX11,SOX4,SPTAN1,ST8SIA1,STON1,SUSD4,SYTL4,TEAD4,TENM4,TMEM121B,TSC22D1,TSPAN13,TSPO,UBL3,ZBTB18"	Upstream	Adult_vs_Fetal
estrogen receptor Signaling	3.095825632	0.415	"ABCA1,BAX,BMP7,CA12,CALB1,CALCB,CALD1,CCND2,CD24,CDH10,CDH4,CNNM4,COL4A1,COL4A2,COL4A6,COL6A1,CXCL12,EGFR,ERBB4,FGF1,FGF13,FGFR1,FN1,GAL,IGF2BP3,IL1A,ITGA3,MAPK12,MMP15,MYC,NOTCH3,PCDH19,PCDH20,PCDH8,PDGFC,SERPINE1,SMAD1,TGFB2,TIMP3,TNC,TP53,UGT8,ZEB1"	Upstream	Adult_vs_Fetal
estrogen Signaling	3.180456064	-3.252	"ABCA1,CALB1,CALCB,CCN1,CCNB2,CDC25A,CKB,CKS1B,COL3A1,COL4A2,CRH,CXCL12,DHFR,EGFR,EPAS1,FBLN1,FN1,G6PD,GAL,GAP43,GJA1,GRIA1,GRIN2D,IGFBP2,IGFBP4,IGFBP5,IL1A,IL1B,MCM4,MCM7,MYBL1,MYC,NGFR,NME1,PENK,PLAT,PTX3,RRM2,S1PR1,SKP2,SRM,SSTR2,STAT1,STAT3,TAC3,TGFB2,TOP2A,TP53,UHRF1,UNG"	Upstream	Adult_vs_Fetal
